"season","teamid","df","int.x","int.se","opp_or.x","opp_or.se","opp_dr.x","opp_dr.se","homeH.x","homeH.se","homeA.x","homeA.se","homeN.x","homeN.se"
"A",577,29,77.9105830220935,5.2185277751719,-0.819286110812782,1.18304960602679,0.576901137560566,1.19899819114587,1.54156872941564,5.16234945162749,NA,NA,4.79899469499477,8.4248648607851
"A",518,29,71.0394672226113,4.92728345101359,0.0536458139091527,0.593938482002057,0.306540076927052,0.561437200969995,4.54663450522408,5.56501671544515,NA,NA,-0.825684800139415,6.92928551329498
"A",533,25,73.450983667378,3.36167777560114,-0.69840751460312,1.03310569648424,0.935023558226711,0.606651302226456,-9.30202774159227,3.9570755030424,NA,NA,-11.9955363924152,6.11373327601898
"A",575,26,72.5069398037553,3.47106034117496,-1.4069638899953,0.948174403292386,-0.462248743525683,1.57418684307622,0.0305659023857669,4.03173034746143,NA,NA,-15.1460948282299,10.7089977538618
"A",592,27,69.7596813007209,3.93302874585084,-0.129974964234613,0.332401559361282,1.86688335524264,1.43509468756656,-1.1696469985854,4.52251821656385,NA,NA,-1.82012931007413,5.78945132362407
"A",599,27,78.1614321694558,3.00543753972854,-0.269480909737881,0.510791205680012,0.77443400395996,0.554013142185194,-1.51956535723782,3.33476021590394,NA,NA,-2.5435817210511,6.61723100388662
"A",610,23,73.8436945951564,3.58815239642715,0.585892215601038,1.16747379150455,1.71312131951109,0.809106302242087,-4.13881344383942,4.53391603532582,NA,NA,-3.56149930528053,6.77562628914678
"A",613,27,81.83338915449,3.738331616852,-1.7529162915602,0.652359019869937,-0.330886073231201,0.785754509954954,-0.985076059145105,4.44347297974441,NA,NA,-7.36982229860823,7.8882405198234
"A",629,29,71.2348483465566,3.31284925550905,-1.30187729224657,0.591839574233529,0.0432692737908298,1.19550272235489,-0.540773124313176,3.7986420444902,NA,NA,-3.0149883762272,6.30058012589536
"A",635,29,66.8229027119549,3.68924842013789,-0.364139220525345,0.862288574622076,2.2099568599181,1.35054812435192,-1.36815656802402,4.85209208461719,NA,NA,7.56311644076032,6.03694735788088
"A",640,29,99.1147130393124,5.34590793656622,-1.91819304733626,1.00532824109292,-0.188922052788055,1.20263209994016,-5.28308161622625,6.49127135611328,NA,NA,0.207658635670616,7.77583199104125
"A",667,26,71.488570918519,4.08337568135974,-1.02115092251705,0.849937247219666,0.00124787661370656,0.500258146623143,2.81740190985869,5.36238201220263,NA,NA,10.9660876852218,7.14887802407582
"A",668,27,65.1375983595678,4.19373440205076,-0.7765911310305,0.529815534744948,0.554884277489628,0.739902406763205,3.90287483282668,4.75872766667066,NA,NA,7.58355588527421,8.27613818073276
"A",673,29,66.9830322072602,4.16861099174075,-1.19521973768792,0.703860200714429,-0.111787633801593,0.916453520165345,9.04517979895286,4.63708265776823,NA,NA,7.69763233548695,7.33279609127057
"A",680,24,78.4723864820816,5.54640998665847,-0.926938531205979,0.861580495400933,-0.542990534606441,0.593371423072807,-1.52102142591621,5.73939712648668,NA,NA,1.40762778457166,8.94974175870215
"A",698,29,83.0973194976202,6.14285936071932,-1.51336746641082,0.984087979660411,-0.370763107656319,1.02798043299046,-0.469462982606753,6.96001803428324,NA,NA,1.28158407829061,8.83980818514969
"A",701,29,79.6234716871527,4.05119706707087,-2.37193794282894,0.743671101809902,-2.40143325104456,0.866511239868068,4.5536412018205,4.48353673709765,NA,NA,NA,NA
"A",719,28,71.1772835172192,5.47388535889832,-1.49205263421504,0.908142951646784,0.178681571986306,0.745705731854526,4.10190130369952,6.04379090228225,NA,NA,10.3215343710331,8.0608900119053
"A",742,27,72.4296313941989,3.47593391354219,-0.618899729601841,0.464493757084112,0.28188420639145,1.02201176068256,-4.96652881657982,3.9477046779036,NA,NA,-4.54718277496803,6.33462040214517
"A",751,24,73.7333954124793,4.19181328325901,-0.0568906138201824,1.50285041522189,1.62723184286439,0.966933390393752,-5.49486139901159,4.9004178232641,NA,NA,-16.8669393737093,12.5086111647299
"A",753,26,67.0252606106306,4.24419053435792,-0.131125978519723,0.926845587654208,0.995523546533133,0.921214251320961,0.0481305874574797,4.71023301157783,NA,NA,-2.11070255110554,8.78187100945534
"A",754,26,73.5350911295321,4.73419631423797,-0.140630704211954,0.721742055948302,0.57789307707529,0.674440304126646,2.1346346769596,4.68155646450349,NA,NA,0.689393713098802,11.8217299332983
"A",757,25,68.1517857453802,3.02468223217762,1.70751020825563,2.69162967800956,2.08178860161175,1.45099823682015,-1.26500339908303,3.86860764797783,NA,NA,NA,NA
"A",769,27,75.8165397203313,9.11357135819676,-1.04299463175178,0.53660645106339,-0.264255129827559,0.616990477048417,7.2167467428669,9.19627060296767,NA,NA,-2.56847322526688,12.0818738129598
"A",778,26,75.3794266014802,2.40378988945876,-0.692777392604114,0.311460370015357,-0.850471398577872,0.596033307352243,4.6368788094823,2.84475028363162,NA,NA,NA,NA
"A",780,28,69.0992219887334,5.80521840105922,-0.384185762618025,0.501346939107052,1.40364223532286,0.542694178402088,-4.80763926538526,5.9851654250111,NA,NA,-1.53991629551816,8.1536038442017
"A",783,26,72.3391058448988,5.63395675613861,-0.595599570035171,1.17911720952722,0.581941045115512,1.0798855200223,4.38259640726068,5.69244208274778,NA,NA,12.0218290389396,13.2388271658608
"A",801,26,71.7225654463087,4.05043085327807,0.474896686239461,0.671114945849566,1.40759398864008,0.420648592757886,2.49454045931476,4.77873055141374,NA,NA,9.11910398736893,7.48389379057044
"A",807,26,77.0242651933686,3.73823459502442,0.44123363925061,1.56992014014421,0.522023229471148,0.568172538342088,-3.93589708832901,4.53398430885865,NA,NA,-1.70895250193178,7.64946970620141
"A",818,29,74.5943480064467,4.0529437974287,-2.37140387443277,0.694252446447567,-2.35987000395676,0.929709258730047,7.42727004924053,4.97816387723719,NA,NA,6.369496928934,8.22307821766686
"A",825,31,72.7952365892194,4.04048818993341,0.367678940379448,2.56689537120347,1.06579823402992,2.05823730274042,1.78233589257771,4.59347164278092,NA,NA,-1.11906535991376,6.64895612233382
"A",830,26,68.524461637654,3.28198768173899,-1.89676086470453,0.517403051973139,-0.891875581458195,1.17606283332517,9.97123907661184,3.90126621345391,NA,NA,12.6830044193592,7.76775678572209
"A",841,26,75.3039542607649,3.8165884461908,-0.568609388247371,0.931736787441422,0.0716840856849768,0.744548708465231,1.79432107775194,4.43011275348654,NA,NA,-0.783423303661405,11.7435180102426
"A",846,28,61.4664503581376,3.70725243706247,-1.92134220172531,1.11156596512154,-2.92205188690772,1.54123557589014,4.35278907720415,4.71133145107152,NA,NA,-0.995525961820863,7.04663145674927
"A",504,26,76.2383792345468,4.2379785530039,-0.729541336539535,0.547349967163802,1.00447478351604,0.857627715820852,-1.91323761604168,5.05572245308024,NA,NA,-15.1441444496717,7.48377101878943
"A",512,26,70.9710674418146,4.19308942242597,-0.464386772235528,1.05443239064506,0.386711873084885,0.847227858333321,5.25413328324845,4.4309459234452,NA,NA,NA,NA
"A",527,27,81.6473840064695,3.84485898194854,-1.27389185908736,0.565112241780998,1.32080497128146,0.965986919230187,-0.109062645981173,5.02913208286271,NA,NA,-10.393042112034,9.06909785288361
"A",535,25,72.6766918465256,4.31533974963151,-0.791879343209358,1.0547274061677,-0.0555579388101602,1.04416322041281,-1.30568082025677,5.04389667059753,NA,NA,6.99708006866021,9.44728201636984
"A",536,27,83.3550472423643,3.5783149084713,-0.599102348920108,0.512953621691469,0.269207740019061,0.602773434041779,-0.40148507341489,3.86961262054489,NA,NA,1.93578842871921,9.8448574221659
"A",539,26,72.7354748421966,6.51642319248509,0.122488524353806,1.15167491520725,0.731294454979046,1.24720650087862,3.7435639613061,6.90224345361558,NA,NA,NA,NA
"A",541,28,63.9557407969818,2.47843470219801,-0.99141654663708,1.04573080580822,-0.462917508429895,0.60173079602824,7.56743634147985,3.26471666791657,NA,NA,0.328319437812791,4.20479369141512
"A",546,28,70.6158345410389,4.43103821195452,-0.751487048934011,0.668615203820878,0.864409884296108,1.10597767001948,2.18466975153665,4.69663764585245,NA,NA,-4.8167673398728,6.61607717842989
"A",552,25,63.7499994080829,4.5815620721398,-1.39293724977614,0.944753530734717,-0.547805345752367,0.909080620924223,-0.901932484482329,4.75310916853823,NA,NA,NA,NA
"A",562,27,67.9464631685801,2.95994584606286,-1.17121961992069,0.773082403539194,-0.640362184149372,0.803993196204416,1.67588417783964,3.36636085597096,NA,NA,-9.3292724565201,6.66014105881951
"A",567,24,61.8203327641058,4.96904669756236,-2.03145316235812,1.20937932804816,-0.0181046349747908,1.05773225564131,3.11360172081933,4.95296012973043,NA,NA,0.361607935606223,11.9205011983644
"A",574,27,64.8135932705371,4.80105838093504,-1.15872679338316,1.04742233898712,0.525122632059521,1.07042351832124,4.03398813370146,5.61152847121958,NA,NA,6.58939962282429,8.28041707874726
"A",579,26,63.8523251192654,3.30310361792147,-0.8140404992532,1.16614896392486,1.11738209989854,0.411076128427665,5.04395017964393,4.08211881445922,NA,NA,-0.243972593837857,7.87777049715885
"A",589,28,72.6052450271684,3.87986801856152,-1.21013675487916,0.55786496283753,-0.49008430900881,0.548872422568803,4.10936956460075,4.36037272983653,NA,NA,-7.38116275435267,5.55710779929699
"A",602,25,86.6934140529157,7.86760139061493,-3.7221986675904,2.74477228768235,-0.267170680964735,2.05298493485516,2.2945983528195,9.72688275139971,NA,NA,NA,NA
"A",608,25,70.5588396397266,2.99233925425791,0.0436533252364309,0.652926594559953,1.17980158080517,0.273441128117344,0.85852744116169,3.9829556224874,NA,NA,-12.3454408996386,5.0703907817512
"A",622,26,75.6480120294137,7.28743182563532,-0.859175095346331,0.85522273143881,0.306457670545715,0.67500633302759,1.60051369143914,7.24754123604571,NA,NA,11.4439295105406,10.9680393518541
"A",623,29,69.6169661699692,3.93127127254612,0.0262110036359327,0.882877831747657,1.18748012529047,1.14192677146493,8.76890465299656,4.26684674309717,NA,NA,14.4621352810086,7.28667743853731
"A",624,29,72.3099075491954,2.72236947255761,-1.32946267403086,0.681286963088022,-1.23648722782894,1.07095667108396,3.9920339760617,3.6068012224472,NA,NA,-0.0808856246733432,5.3189394378301
"A",636,28,76.8274359446749,3.50609630175615,-0.293100057727515,1.186691095573,1.36590635561311,1.18073869255737,8.44499279422038,4.39879721608757,NA,NA,-9.68688908824162,6.76701190200843
"A",637,26,69.8284574340472,4.38637787384173,-0.790132841360178,0.808106644643028,-0.743120140728401,1.18591169008281,1.44511069112407,5.04359718634329,NA,NA,-0.199794823276757,9.73663880392983
"A",639,25,69.4327676308688,5.77595900233863,0.516986962149626,1.12265029501051,1.41041806484925,0.72093797866119,4.47437768977562,6.09834602717694,NA,NA,-10.8270593481735,10.8295976523387
"A",651,29,72.496281667303,3.9159038127492,-0.138598125247595,0.463894057333927,2.581567124098,0.934686799699067,6.980463253935,4.76157501721086,NA,NA,17.9977549358554,6.97726537834797
"A",653,25,67.2349273044526,2.47782322103634,-2.17149596798147,1.08170173710832,-1.46384722336725,0.745737762279816,2.50584262423562,2.95682334627705,NA,NA,4.15631465802351,4.01399312135012
"A",659,27,66.9087282271306,6.48664874785129,-1.01363418773674,1.623187767154,0.27854371136338,1.07294818844025,6.23464962163322,5.96820368864724,NA,NA,3.58321124783311,11.6125815748284
"A",666,28,71.3893496881287,5.10101655977072,-1.38235544963624,0.705470459297776,0.67953523951436,1.25303605952738,6.25860012123383,5.78104558149547,NA,NA,31.6302284173894,13.8939944702838
"A",669,26,70.2742504692008,5.1370379752777,-0.719308843504809,1.54981407460455,1.59629179170084,0.768258433587127,3.29301868603248,5.66663323320989,NA,NA,2.75302425190122,13.7250132440526
"A",672,24,76.5839579101125,3.4479767084476,-0.891181205539602,1.3587201149396,-1.2358276650484,0.713660129384044,1.01428004630371,4.18009823745212,NA,NA,-7.01412221722895,10.1119219386417
"A",675,28,68.39868309539,5.10898529167916,0.0106211109988887,0.631517730254528,2.14966603555492,1.32572753347677,10.1303230480367,6.51854998041229,NA,NA,12.8974583265181,9.76413814735257
"A",676,30,69.1305129044841,5.90722745508333,-0.660211533289443,0.868153366670187,0.877206088813198,0.554758416900796,12.6539918551582,6.56454656711347,NA,NA,4.85911177989916,9.92937663073568
"A",678,27,73.4060602147932,4.19002512640979,-0.721990644433476,0.854763739286861,1.21202038136176,1.48325823660817,4.43478321633933,5.21700779395142,NA,NA,-7.23304041449288,9.60651937897973
"A",685,23,83.7173530373545,6.11979186973473,-0.182930397506826,1.78806390265401,0.41904695488453,0.398243110988764,0.74335686790825,6.51989571931033,NA,NA,-1.13920824402475,7.71235934932631
"A",692,24,60.5894417253407,2.97853594678972,0.0657523792776352,0.599743874614502,1.00201435064485,0.35848745650921,-0.478826014172534,3.53823093209959,NA,NA,-11.6883627954508,8.90702138024229
"A",695,30,83.705481694182,4.09480085459828,-1.37128914420571,0.720784467351528,0.848941174178588,0.593258375795433,1.30933076092743,4.7873875954803,NA,NA,2.17501739930408,8.14218286364308
"A",704,27,58.705525279001,3.26295130341627,0.384102108889278,1.13641406666389,1.35986206126562,0.621408477657252,5.23076428950305,3.45121037472201,NA,NA,-0.320395829750266,4.31080151959348
"A",717,26,70.0824414166207,3.57985342880899,-0.581489180851581,0.430169898772789,0.801468594019341,0.753652181994944,-1.5735416165182,4.26490767321485,NA,NA,-10.2690309084103,11.0323929300653
"A",729,26,74.8901632586486,7.74306200872478,0.66924396006436,1.41861865001713,1.73986276630629,1.54921664343796,-3.05064987370102,7.63559155137054,NA,NA,6.93738336400689,12.7810379478546
"A",732,26,77.4343917847378,5.86583935738639,-0.611514836603467,1.35364497286333,0.247304825698478,0.916667227170604,-4.97094848245556,6.59205796960883,NA,NA,6.0333092351435,7.97934856296165
"A",737,27,77.4122267594554,3.59825547532564,-0.0860613472666776,0.450332925412634,0.706833342183181,1.02147189435606,2.52644109747424,4.08110317764588,NA,NA,-7.66276123162658,10.6156852623867
"A",740,24,72.4265261770937,6.53925178648919,-1.16341567772778,2.5712614764287,-0.167028729183037,1.07563675385511,2.96917562947334,6.9360002018712,NA,NA,-20.828913214006,15.4751249161922
"A",741,30,75.9579435679417,3.50725082935717,-0.850068464296045,0.592133711402634,0.761276012723299,0.619276020754028,2.16623618869614,3.86173667380409,NA,NA,3.58093462500227,6.59360411760861
"A",743,27,65.1090751344057,3.9856091823801,-0.832884027588709,1.24478997097931,3.31105960386486,2.63617931799824,7.78235848097011,5.06219049048049,NA,NA,-8.99675322951699,11.4923058522207
"A",744,29,66.4269014155267,5.18152847203807,-0.107310393638873,0.707249768129491,1.95054993374098,0.78696962968558,6.60188918463623,5.24822881886049,NA,NA,3.79728995259432,9.8152529952974
"A",745,26,64.8469304397422,4.16813683094453,0.163703224989812,1.21074622249016,0.260534758656434,1.22940148521168,-3.01742462950112,4.19604283082275,NA,NA,NA,NA
"A",771,27,66.5380027238762,3.60278932627892,-0.0114256238405155,0.5334070442587,1.6789270933609,0.636936792784073,-4.43141000126113,4.09738479259156,NA,NA,-0.0548318141158194,7.561870638877
"A",776,26,59.1343597373979,3.69376874709331,0.2489690054775,0.969519561327052,2.13203037745985,0.710790055143442,0.740117625346966,3.68950805318601,NA,NA,-9.26244594151079,9.76265152687353
"A",781,26,73.4860458147195,3.40793070116524,1.27800694281867,1.60191112478931,1.59770136182654,1.25933852172734,-5.80117907266238,4.46750346180984,NA,NA,-22.6569713631522,12.5306874061954
"A",784,24,65.4511948082013,5.13896402319996,-0.750283882897238,1.02965896695783,1.50226262178456,1.75609230597073,-0.415115985819175,5.40118254458229,NA,NA,-2.53016954399311,9.95681472628119
"A",786,31,78.3562211534016,3.94622907519438,-0.886253773997262,0.383244288233471,-0.771624930335719,0.819991708396106,2.55436729680293,4.4025386190019,NA,NA,-2.13055935706938,5.62858565574953
"A",793,28,83.5392202020144,3.3455381485678,-1.31653488725251,0.53542477972405,0.526238716930596,0.843463215344556,1.52411492828404,4.1969134446802,NA,NA,3.26753633733458,8.609991642513
"A",817,25,63.5397860425748,3.50992316526942,2.041342447774,1.45655781991736,1.65021135998171,1.01524786083302,2.0751873012437,3.97865677373773,NA,NA,NA,NA
"A",819,24,71.4248004589252,4.10027197262617,-2.21028551970169,1.64049475909985,-0.889316815089167,0.93670445331964,2.38288489739194,5.21592219563995,NA,NA,-0.232100324309586,9.38151118554332
"A",826,28,68.7194892431562,4.23666596741544,-2.90309155421826,1.16143879160948,0.793651980557138,0.380716008026678,8.63122142932742,5.01236359877065,NA,NA,10.18202869372,6.17470187493138
"A",839,27,76.2752676817615,5.2262606295755,-1.63357618111168,0.861615556591096,-0.0175616521030107,0.823476348191707,-2.70884242071958,5.87807952558978,NA,NA,-1.28412867174066,12.491087606497
"A",843,26,80.370184969875,5.39686168177343,-0.092334830214261,0.574771802945035,1.36064211510875,0.945931960111145,-2.70414281058572,6.01720469567572,NA,NA,10.1487856827196,14.214514091477
"A",853,27,73.4079809401117,7.51613180174905,0.223386858363789,1.04003442874708,1.28237929026564,1.2129213662805,0.340746727243169,7.19904522516655,NA,NA,-24.4526463811199,18.3466515863614
"A",551,27,73.8387579528407,4.38304722503684,-2.73601468364813,0.865506037992792,0.147591436356131,0.501466302023354,-0.599454646701686,4.56958413259752,NA,NA,NA,NA
"A",569,28,58.9032255697264,6.60816317100963,-0.414908212963159,0.931203792669672,0.924343094460699,0.647612462268599,12.2208225170453,6.77933386002531,NA,NA,11.7610386442432,12.1092107570981
"A",660,28,69.0685720913853,5.95746019430933,0.510561449067744,0.728245912784937,1.9903089216764,1.20206692817016,3.7114710267425,6.68291595266541,NA,NA,-2.13759560423085,10.1388155212497
"A",711,27,66.5616600721589,2.79521506431283,1.08511753347119,1.37968298707063,1.30288504280003,0.690728626095912,-2.56792073413345,3.39660465947879,NA,NA,3.38359403042553,6.10331611870339
"A",714,26,75.3421811310556,5.35256161362897,-0.335398400175259,1.50866615450611,-0.424811083993271,2.26671652621667,5.08491887212786,5.50586593295123,NA,NA,-17.2307597831835,14.1821064946065
"A",720,26,70.1892524033008,5.76145122584327,-0.819828161285962,1.02940178599079,1.00858865765286,1.17240421752186,-3.05178095110545,5.86083259996567,NA,NA,18.6639318632444,14.90531278042
"A",725,25,75.5168713651527,3.94952027691182,-1.4520079379805,0.917232995018544,-1.08482322006696,0.813146518424507,-1.32606685641651,4.36859618442443,NA,NA,13.2064959048786,7.0158511130911
"A",727,25,75.4714557602538,4.53512986287496,-0.156843764990728,2.50594400006373,0.962163937262848,1.61904508606145,-3.82924769318116,5.24955029165951,NA,NA,-11.9539664979567,7.96605263686353
"A",790,27,67.0885329243142,4.2348323487514,-0.962714055915998,0.439168550858666,-0.0520338714140287,1.58200785939969,-2.01236977059154,4.73974578306617,NA,NA,6.88093102021081,8.75168444254859
"A",796,28,79.2318217862981,2.82859774281269,0.173292864149081,0.641000525848346,0.530784068231934,0.344941072987321,5.79638367016925,3.70727906533066,NA,NA,-6.49107759121064,4.84658740310249
"A",835,25,80.6074795236655,5.69734331482632,-2.50635815696112,1.18259932675136,-3.29953220867614,1.75201203113795,-0.087219402411802,5.67851719096744,NA,NA,3.97192672929816,8.26025092776194
"A",508,22,80.6727836520498,4.87060320433922,0.655467765090606,0.82948889376312,0.713155524831848,0.352127700944436,-11.1140461206422,5.56225769971755,NA,NA,-9.80094325422413,9.81290211524711
"A",513,26,73.9762380428759,5.4432069382713,-1.09868497312093,1.09135929937702,0.462562347093774,1.88161903282433,2.62147130878926,5.88862891873335,NA,NA,-2.71889554134595,8.94304451950324
"A",519,26,75.5550359658664,3.2847667326365,-2.44090133542281,1.35280037343012,0.184012620470201,0.662497519684541,0.964726201519689,4.26941756198983,NA,NA,6.73024880528803,5.99183351462922
"A",534,27,62.5129782867987,4.1246586273829,-0.0405008013300974,1.02888367438357,0.468344256038389,0.45168393255678,5.39439835213766,4.81410804001969,NA,NA,1.91819795882808,6.83781987877814
"A",556,26,76.6384498076835,6.512246975001,-0.507428902515061,1.08098246776767,1.43004689926405,2.3181931340556,2.37324296841169,7.20936171156725,NA,NA,NA,NA
"A",568,25,85.557771244303,5.22747297096976,-0.451618331948439,2.24813436078725,-0.0795343796812584,1.04323640359759,-0.396222073566802,6.53667472907091,NA,NA,-9.32885904927696,8.04119863006201
"A",573,28,72.4698167910902,3.76449365399476,-0.795420033660034,0.679024792795522,0.229123007717208,1.2304977830343,1.10661600716687,4.13692498296784,NA,NA,-6.14058755666329,11.2863755978286
"A",595,26,76.9670947665397,4.96170271836604,-0.814901061578853,0.687379151990011,0.816599370937393,0.882930952929502,1.50529145326064,5.11030680329437,NA,NA,-6.02661298180011,12.3547814228304
"A",604,27,82.1857768853743,5.1135434502446,-0.222278019187417,0.383846358742682,0.594624476677632,0.630489551560644,-2.76127506302042,5.33396928064996,NA,NA,-10.0708557607771,8.87473113949505
"A",642,24,68.0217946360217,6.33896542064302,-0.706279416556855,0.837351634438376,0.579394941873368,0.702880088138645,0.169792439197626,7.18556220564363,NA,NA,-18.3306458750959,10.0440107386683
"A",645,26,65.3819369281369,5.55713432355428,0.323688245759587,1.33047409637311,0.735960248801369,0.830705536810989,-0.182184422966916,6.23081826218807,NA,NA,-0.254486188111146,7.40307137572675
"A",662,28,88.2242323558059,5.18202307391746,-1.42868608874746,0.683355644783099,2.08400098726976,1.08920944342596,-1.8791718955128,5.41463221398157,NA,NA,13.2377986223331,10.6365371069436
"A",664,26,72.7522326857734,3.26046733036483,-0.209779615502456,0.549027526007134,1.09967744707939,0.28125817335933,2.9823515581909,3.62337517143091,NA,NA,18.4281595763617,8.29828177317365
"A",736,25,58.587359089721,3.53490628218094,-2.08965702004565,1.03889445451834,-0.307237310886111,0.742239594695143,1.73450202325859,4.10740887440023,NA,NA,11.5501884816204,5.66456509430802
"A",824,25,75.3257635268901,3.4941266612398,-1.9358633278844,0.581894931511669,-1.35372234646815,0.640379728369705,1.2375009692004,3.68855696819198,NA,NA,1.96809485582525,9.2065585496842
"A",557,26,72.2280731092318,3.21712383452989,-0.268687163806341,0.593908077431357,1.55103512269627,0.684809516515449,6.585504065971,3.72363924046066,NA,NA,17.4800087146949,7.37145459644539
"A",558,24,56.7888753792745,2.55068159213157,-0.588180532919284,0.640053662481767,1.30217474321302,0.52566508575969,0.178008336512785,2.79292490293072,NA,NA,-15.2725886364957,5.20766789711799
"A",587,26,71.3010659113461,3.90160627712774,-1.37169026531861,0.813814781463337,1.76459545724189,0.580362950282655,1.2183986876992,4.55891299078946,NA,NA,1.09500755948597,12.4895079367527
"A",597,28,80.567069184286,5.36577298244403,-0.984226480967497,0.75917054291541,0.0210858860290011,0.810893395787598,1.916273670349,5.36091716419527,NA,NA,9.11425867594155,12.6093275324771
"A",612,24,62.04990120932,3.62918968007422,-0.98225818117599,1.08046692855264,0.898878918097986,0.821854253626992,3.27722231788322,4.15787458883492,NA,NA,NA,NA
"A",625,28,78.996539830396,4.28539912679313,0.0235623816278659,0.455660281260553,1.55227591215523,0.850924178239235,-1.58545346160187,4.7255419057615,NA,NA,-18.3846773455236,9.21092998155969
"A",634,24,75.4233285148552,8.88696854128195,1.50077080077636,1.46753912966694,2.65049912869859,2.14451680677064,0.985309312336558,8.24231089458885,NA,NA,1.93989874612256,12.8054098531695
"A",661,26,85.4337812961865,6.39478020411377,-0.761704233325711,0.529821644901561,-0.0144683169482804,0.576601403327008,9.18065331222079,6.48696577991156,NA,NA,3.46506936537078,8.82065135276599
"A",663,31,72.2016818193279,2.83838482449222,0.28494115531034,0.503324747527324,0.747700653371603,0.668014218399257,-0.397584558217177,4.21914544611738,NA,NA,3.17064766527049,4.56862602535048
"A",671,28,64.1390984050882,2.99250256074789,-0.822401742498683,0.751920956268269,0.0642990018961739,0.781721016578222,-1.61060154063814,3.65996360650503,NA,NA,10.0058558942662,6.67308078989299
"A",677,26,63.3798244161608,4.43070538802726,-3.26311026259292,1.76279745572798,0.362417778334624,0.635488036805067,7.89322702948595,6.12353989737923,NA,NA,16.0722630873841,15.3180618160175
"A",687,24,72.4209659713578,2.81416807977785,-0.138174457692738,0.581519275659813,1.30397264236351,0.515882490120127,5.28626692518495,3.57414295619193,NA,NA,5.82571072276572,6.32929310168669
"A",699,28,70.4758473082674,3.32655723238172,1.54074143244956,1.53751321600064,1.80661129554682,1.31405692082254,2.81820092846098,4.30983268531762,NA,NA,-6.49757409501643,8.01025203042861
"A",715,26,62.5241501979644,3.21941694299933,0.447565844426741,0.726910472329287,1.44316253902258,0.828949698983757,-0.333187588842693,3.75906414228245,NA,NA,NA,NA
"A",755,24,67.7935910681999,3.70758310963303,-0.601214909271422,1.00348146551257,0.291908880016437,0.763192705807568,-5.83233776357772,4.38065970616264,NA,NA,2.78756008725172,6.65951054843918
"A",764,27,68.761748071172,5.22869293524268,-0.336837163556225,0.488742842617082,0.575948080588548,0.870086539303583,7.7866524935241,5.17863169227781,NA,NA,NA,NA
