"gameid","homeid","visitid","homescore","visitscore","year","seasontype","gamedate"
"290530218","218","179","70","56","2009","2","2009-02-22"
"290530261","261","2084","78","70","2009","2","2009-02-21"
"290532066","2066","160","70","69","2009","2","2009-02-22"
"290532325","2325","2184","68","79","2009","2","2009-02-22"
"290532368","2368","42","57","35","2009","2","2009-02-21"
"290532520","2520","2378","71","65","2009","2","2009-02-21"
"290532752","2752","45","71","53","2009","2","2009-02-22"
"290540046","46","97","58","76","2009","2","2009-02-23"
"290560045","45","2429","92","88","2009","2","2009-02-25"
"290560087","87","164","70","65","2009","2","2009-02-25"
"290560113","113","2184","77","94","2009","2","2009-02-25"
"290560202","202","248","77","68","2009","2","2009-02-25"
"290560227","227","2168","93","91","2009","2","2009-02-25"
"290560269","269","41","82","93","2009","2","2009-02-25"
"290560350","350","2244","52","53","2009","2","2009-02-25"
"290562116","2116","242","66","69","2009","2","2009-02-25"
"290562230","2230","257","68","78","2009","2","2009-02-25"
"290562550","2550","58","75","60","2009","2","2009-02-25"
"290570005","5","235","60","71","2009","2","2009-02-26"
"290570042","42","2619","40","62","2009","2","2009-02-26"
"290570218","218","2325","63","70","2009","2","2009-02-26"
"290572066","2066","2378","71","51","2009","2","2009-02-26"
"290572132","2132","277","65","61","2009","2","2009-02-26"
"290590041","41","87","72","65","2009","2","2009-02-28"
"290590235","235","2572","58","42","2009","2","2009-02-28"
"290590242","242","248","51","56","2009","2","2009-02-28"
"290590257","257","45","57","66","2009","2","2009-02-28"
"290590276","276","2116","67","62","2009","2","2009-02-28"
"290592168","2168","218","70","65","2009","2","2009-02-28"
"290592244","2244","119","71","59","2009","2","2009-02-28"
"290592429","2429","2230","73","55","2009","2","2009-02-28"
"290600058","58","277","50","64","2009","2","2009-03-01"
"290600097","97","269","62","58","2009","2","2009-03-01"
"290600104","104","42","67","57","2009","2","2009-03-01"
"290600164","164","2507","66","73","2009","2","2009-03-01"
"290600183","183","2132","87","63","2009","2","2009-03-01"
"290600311","311","261","81","93","2009","2","2009-03-01"
"290602184","2184","227","71","73","2009","2","2009-03-01"
"290602325","2325","113","97","88","2009","2","2009-03-01"
"290602378","2378","399","68","64","2009","2","2009-03-01"
"290620058","58","2132","70","59","2009","2","2009-03-03"
"290620183","183","164","70","40","2009","2","2009-03-03"
"290622429","2429","257","62","64","2009","2","2009-03-03"
"290630097","97","2550","95","78","2009","2","2009-03-04"
"290630113","113","45","77","62","2009","2","2009-03-04"
"290630202","202","2116","79","70","2009","2","2009-03-04"
"290630248","248","235","60","69","2009","2","2009-03-04"
"290632184","2184","139","70","68","2009","2","2009-03-04"
"290632325","2325","2230","79","59","2009","2","2009-03-04"
"290640218","218","2603","68","59","2009","2","2009-03-05"
"290642752","2752","2168","76","59","2009","2","2009-03-05"
"290650311","42","311","65","56","2009","2","2009-03-06"
"290660045","45","218","53","63","2009","2","2009-03-07"
"290660104","2378","104","79","75","2009","2","2009-03-07"
"290660139","139","2325","62","68","2009","2","2009-03-07"
"290660164","164","58","45","42","2009","2","2009-03-07"
"290660221","221","41","70","60","2009","2","2009-03-07"
"290660227","227","113","71","72","2009","2","2009-03-07"
"290660235","235","2655","74","47","2009","2","2009-03-07"
"290660248","248","2567","89","77","2009","2","2009-03-07"
"290660257","257","2752","80","75","2009","2","2009-03-07"
"290660261","261","399","52","56","2009","2","2009-03-07"
"290660277","277","97","59","62","2009","2","2009-03-07"
"290662066","42","2066","65","73","2009","2","2009-03-07"
"290662116","2116","151","74","71","2009","2","2009-03-07"
"290662132","2132","2550","63","67","2009","2","2009-03-07"
"290662168","2168","2184","74","61","2009","2","2009-03-07"
"290662230","2230","2603","54","71","2009","2","2009-03-07"
"290662244","2244","256","61","53","2009","2","2009-03-07"
"290670399","399","2378","58","64","2009","2","2009-03-08"
"290672066","2066","160","72","67","2009","2","2009-03-08"
"290672244","2244","119","56","48","2009","2","2009-03-08"
"290682670","2670","2244","71","50","2009","2","2009-03-09"
"290690087","164","87","50","61","2009","2","2009-03-10"
"290692132","2132","305","57","67","2009","2","2009-03-10"
"290692550","58","2550","54","68","2009","2","2009-03-10"
"290700248","248","2567","85","76","2009","2","2009-03-11"
"290700257","257","179","65","49","2009","2","2009-03-11"
"290702116","2116","2572","53","77","2009","2","2009-03-11"
"290702184","2184","113","91","81","2009","2","2009-03-11"
"290702325","2325","139","60","62","2009","2","2009-03-11"
"290710041","41","183","117","127","2009","2","2009-03-12"
"290710097","97","2507","73","55","2009","2","2009-03-12"
"290710218","218","2603","79","65","2009","2","2009-03-12"
"290710227","2184","227","78","74","2009","2","2009-03-12"
"290710235","235","2655","51","41","2009","2","2009-03-12"
"290712168","2168","257","69","64","2009","2","2009-03-12"
"290712638","248","2638","89","85","2009","2","2009-03-12"
"290720097","97","222","69","55","2009","2","2009-03-13"
"290720235","235","248","74","49","2009","2","2009-03-13"
"290722168","2168","2184","66","77","2009","2","2009-03-13"
"290722752","218","2752","55","53","2009","2","2009-03-13"
"290730097","97","183","76","66","2009","2","2009-03-14"
"290730218","218","2184","69","64","2009","2","2009-03-14"
"290730235","235","202","64","39","2009","2","2009-03-14"
"290732066","2066","2378","61","51","2009","2","2009-03-14"
"290760213","213","2244","77","73","2009","2","2009-03-17"
"290760315","315","227","62","68","2009","2","2009-03-17"
"290770204","204","248","49","45","2009","2","2009-03-18"
"290770257","257","2599","75","69","2009","2","2009-03-18"
"290770259","259","2184","116","108","2009","2","2009-03-18"
"290772739","2739","261","72","76","2009","2","2009-03-18"
"290790213","213","227","83","72","2009","2","2009-03-19"
"290820204","204","261","71","70","2009","2","2009-03-23"
"290830257","257","232","74","72","2009","2","2009-03-23"
"290840257","257","2638","69","81","2009","2","2009-03-25"
"293130183","183","399","75","43","2010","2","2009-11-09"
"293170041","41","2729","75","66","2010","2","2009-11-13"
"293170042","42","2514","74","85","2010","2","2009-11-13"
"293170235","235","2296","82","53","2010","2","2009-11-13"
"293170257","257","2329","65","53","2010","2","2009-11-13"
"293170399","399","2415","65","69","2010","2","2009-11-13"
"293172116","2116","113","84","67","2010","2","2009-11-13"
"293172184","2184","2447","85","62","2010","2","2009-11-13"
"293172230","2230","311","73","76","2010","2","2009-11-13"
"293172244","2244","2335","76","72","2010","2","2009-11-13"
"293172352","2352","261","79","66","2010","2","2009-11-13"
"293172379","2379","2619","57","75","2010","2","2009-11-13"
"293180048","48","218","56","76","2010","2","2009-11-14"
"293180164","164","2368","74","67","2010","2","2009-11-14"
"293182066","2066","2071","54","49","2010","2","2009-11-14"
"293182168","2168","156","90","80","2010","2","2009-11-14"
"293182325","2325","2261","83","80","2010","2","2009-11-14"
"293182567","2567","58","61","67","2010","2","2009-11-13"
"293190239","239","42","71","69","2010","2","2009-11-15"
"293190350","350","45","71","76","2010","2","2009-11-15"
"293192084","2084","261","57","58","2010","2","2009-11-15"
"293192217","2217","2230","63","55","2010","2","2009-11-15"
"293192244","2244","159","60","44","2010","2","2009-11-15"
"293192378","2378","2415","57","72","2010","2","2009-11-15"
"293200041","41","2142","77","63","2010","2","2009-11-16"
"293200044","44","399","50","51","2010","2","2009-11-16"
"293200058","58","258","66","49","2010","2","2009-11-16"
"293200257","257","2678","103","59","2010","2","2009-11-16"
"293202450","2450","311","72","71","2010","2","2009-11-16"
"293202567","2567","245","68","80","2010","2","2009-11-16"
"293202619","2619","289","87","53","2010","2","2009-11-16"
"293210041","41","2275","76","67","2010","2","2009-11-17"
"293210046","46","218","46","45","2010","2","2009-11-17"
"293210097","97","8","96","66","2010","2","2009-11-17"
"293210104","104","45","59","69","2010","2","2009-11-17"
"293210221","221","2066","71","46","2010","2","2009-11-17"
"293210235","235","2305","55","57","2010","2","2009-11-17"
"293212116","2116","47","68","59","2010","2","2009-11-17"
"293212132","2132","2504","69","62","2010","2","2009-11-16"
"293212294","2294","2184","50","52","2010","2","2009-11-17"
"293220113","113","172","61","74","2010","2","2009-11-18"
"293220225","225","227","57","78","2010","2","2009-11-18"
"293220248","248","2447","92","60","2010","2","2009-11-17"
"293222169","2169","311","56","59","2010","2","2009-11-18"
"293222230","2230","2529","76","66","2010","2","2009-11-18"
"293222378","2378","2352","66","69","2010","2","2009-11-18"
"293230042","42","2368","75","38","2010","2","2009-11-18"
"293230059","2168","59","63","59","2010","2","2009-11-19"
"293230222","2244","222","68","69","2010","2","2009-11-19"
"293232132","2132","2649","92","68","2010","2","2009-11-18"
"293232166","58","2166","65","58","2010","2","2009-11-19"
"293232579","2325","2579","68","78","2010","2","2009-11-19"
"293232729","2729","257","78","71","2010","2","2009-11-19"
"293240058","58","2579","66","69","2010","2","2009-11-20"
"293240164","164","2182","58","56","2010","2","2009-11-20"
"293240179","179","2066","66","40","2010","2","2009-11-20"
"293240222","222","2168","71","65","2010","2","2009-11-20"
"293240235","235","2635","92","59","2010","2","2009-11-20"
"293240399","399","2016","71","55","2010","2","2009-11-20"
"293242116","2116","2","84","74","2010","2","2009-11-20"
"293242166","2166","2325","70","84","2010","2","2009-11-20"
"293242244","2244","59","62","70","2010","2","2009-11-20"
"293250042","42","2230","70","62","2010","2","2009-11-21"
"293250045","45","2378","94","51","2010","2","2009-11-21"
"293250097","97","2193","69","56","2010","2","2009-11-21"
"293250218","218","2561","73","69","2010","2","2009-11-21"
"293250399","399","2174","54","66","2010","2","2009-11-21"
"293252116","2116","315","46","63","2010","2","2009-11-21"
"293260084","2244","84","69","66","2010","2","2009-11-22"
"293260097","97","2415","90","81","2010","2","2009-11-22"
"293260164","164","261","71","77","2010","2","2009-11-22"
"293260225","225","311","75","62","2010","2","2009-11-22"
"293260257","257","236","75","49","2010","2","2009-11-22"
"293260350","58","350","74","66","2010","2","2009-11-22"
"293260399","399","2523","71","66","2010","2","2009-11-22"
"293262116","2116","2181","59","50","2010","2","2009-11-22"
"293262306","2168","2306","75","83","2010","2","2009-11-22"
"293262440","2440","248","112","99","2010","2","2009-11-21"
"293262567","2567","526","79","62","2010","2","2009-11-21"
"293262655","2325","2655","61","59","2010","2","2009-11-22"
"293262681","2681","2619","48","72","2010","2","2009-11-21"
"293270097","97","2026","80","53","2010","2","2009-11-23"
"293270227","227","107","92","75","2010","2","2009-11-22"
"293270238","2132","238","67","58","2010","2","2009-11-23"
"293272184","2066","2184","52","70","2010","2","2009-11-23"
"293280045","45","163","65","50","2010","2","2009-11-24"
"293280218","218","2050","66","46","2010","2","2009-11-24"
"293280227","227","2619","75","58","2010","2","2009-11-24"
"293280257","257","2344","65","52","2010","2","2009-11-24"
"293280311","311","2514","46","59","2010","2","2009-11-24"
"293280322","322","42","86","82","2010","2","2009-11-24"
"293282132","2132","120","69","57","2010","2","2009-11-24"
"293282378","2378","2154","66","77","2010","2","2009-11-24"
"293282507","2507","261","106","64","2010","2","2009-11-24"
"293282717","2717","2066","73","44","2010","2","2009-11-24"
"293290041","41","99","81","55","2010","2","2009-11-25"
"293290235","235","2110","81","49","2010","2","2009-11-24"
"293292250","2132","2250","59","61","2010","2","2009-11-25"
"293300058","58","2309","76","54","2010","2","2009-11-25"
"293300248","248","201","100","93","2010","2","2009-11-26"
"293310058","58","2226","78","58","2010","2","2009-11-27"
"293310150","41","150","59","68","2010","2","2009-11-27"
"293310164","164","113","83","75","2010","2","2009-11-27"
"293310218","218","259","61","50","2010","2","2009-11-27"
"293310248","248","301","65","72","2010","2","2009-11-27"
"293310344","257","344","63","62","2010","2","2009-11-27"
"293312182","2182","261","74","61","2010","2","2009-11-27"
"293320045","45","204","57","64","2010","2","2009-11-28"
"293320159","159","42","68","56","2010","2","2009-11-28"
"293320164","164","57","58","73","2010","2","2009-11-28"
"293320172","261","172","59","67","2010","2","2009-11-28"
"293320218","218","2599","48","55","2010","2","2009-11-28"
"293320222","222","2325","81","63","2010","2","2009-11-28"
"293320256","256","2378","53","51","2010","2","2009-11-28"
"293320257","257","142","59","52","2010","2","2009-11-28"
"293322116","2116","399","76","72","2010","2","2009-11-28"
"293322166","2166","227","65","75","2010","2","2009-11-28"
"293322168","2168","119","74","69","2010","2","2009-11-28"
"293322363","2363","2230","68","44","2010","2","2009-11-28"
"293322439","2439","97","76","71","2010","2","2009-11-28"
"293322619","2619","2885","60","46","2010","2","2009-11-28"
"293322655","2655","2244","76","71","2010","2","2009-11-28"
"293330261","261","2649","82","49","2010","2","2009-11-29"
"293340235","235","2473","77","46","2010","2","2009-11-30"
"293342226","2226","399","81","65","2010","2","2009-11-30"
"293350159","159","261","58","63","2010","2","2009-12-01"
"293352329","2329","2619","52","71","2010","2","2009-11-30"
"293352711","2711","218","70","76","2010","2","2009-12-01"
"293360042","42","43","46","48","2010","2","2009-12-02"
"293360045","45","2244","66","49","2010","2","2009-12-02"
"293360097","97","56","80","48","2010","2","2009-12-02"
"293360119","119","2378","82","77","2010","2","2009-12-02"
"293360193","193","2168","58","65","2010","2","2009-12-02"
"293360257","257","295","67","60","2010","2","2009-12-02"
"293362132","2132","2640","94","57","2010","2","2009-12-01"
"293362670","2670","227","82","80","2010","2","2009-12-02"
"293370041","41","104","92","64","2010","2","2009-12-02"
"293370058","58","2261","74","55","2010","2","2009-12-02"
"293370164","164","163","58","44","2010","2","2009-12-03"
"293372325","2325","322","79","67","2010","2","2009-12-03"
"293372550","2550","42","89","56","2010","2","2009-12-03"
"293372599","2599","2619","63","55","2010","2","2009-12-02"
"293382142","2142","311","66","76","2010","2","2009-12-03"
"293390097","97","2429","65","87","2010","2","2009-12-05"
"293390218","218","213","45","42","2010","2","2009-12-05"
"293390227","227","2507","86","82","2010","2","2009-12-05"
"293390235","235","2032","74","55","2010","2","2009-12-05"
"293390350","350","2244","52","57","2010","2","2009-12-05"
"293392168","2168","2329","89","71","2010","2","2009-12-05"
"293392230","2230","189","46","67","2010","2","2009-12-05"
"293392561","2561","399","83","54","2010","2","2009-12-05"
"293392619","2619","171","63","60","2010","2","2009-12-05"
"293392649","2649","2378","76","67","2010","2","2009-12-05"
"293392885","2885","261","49","88","2010","2","2009-12-05"
"293400164","164","2142","76","67","2010","2","2009-12-06"
"293400183","183","311","101","55","2010","2","2009-12-05"
"293402325","2325","42","75","62","2010","2","2009-12-06"
"293402426","45","2426","81","69","2010","2","2009-12-06"
"293410041","41","108","79","73","2010","2","2009-12-06"
"293410043","43","261","60","72","2010","2","2009-12-07"
"293420193","193","218","42","64","2010","2","2009-12-08"
"293420213","213","2378","58","42","2010","2","2009-12-08"
"293420219","219","399","60","78","2010","2","2009-12-08"
"293420227","227","2514","83","74","2010","2","2009-12-08"
"293422230","2230","2619","93","77","2010","2","2009-12-08"
"293422244","2244","2168","55","56","2010","2","2009-12-08"
"293422597","2597","42","63","60","2010","2","2009-12-08"
"293430041","41","96","61","64","2010","2","2009-12-09"
"293430045","45","2507","97","110","2010","2","2009-12-09"
"293430164","164","2405","66","52","2010","2","2009-12-09"
"293432520","2520","2325","60","69","2010","2","2009-12-09"
"293440227","227","111","79","76","2010","2","2009-12-10"
"293440235","235","147","76","51","2010","2","2009-12-09"
"293442132","2132","193","63","59","2010","2","2009-12-10"
"293452168","2168","295","58","50","2010","2","2009-12-11"
"293460042","42","2529","65","76","2010","2","2009-12-11"
"293460097","97","2717","83","91","2010","2","2009-12-12"
"293460119","119","45","69","73","2010","2","2009-12-12"
"293462031","2031","235","71","83","2010","2","2009-12-12"
"293462115","2115","399","70","68","2010","2","2009-12-12"
"293462244","2244","156","75","72","2010","2","2009-12-12"
"293462305","2305","2325","90","65","2010","2","2009-12-12"
"293462378","2378","2520","67","79","2010","2","2009-12-12"
"293462670","2670","257","65","57","2010","2","2009-12-12"
"293470103","103","227","69","80","2010","2","2009-12-13"
"293470218","218","222","75","65","2010","2","2009-12-13"
"293470261","261","2514","80","77","2010","2","2009-12-13"
"293472142","2142","2619","55","66","2010","2","2009-12-12"
"293472599","2599","2230","73","56","2010","2","2009-12-13"
"293472752","2752","2132","83","79","2010","2","2009-12-13"
"293480058","58","2117","56","59","2010","2","2009-12-13"
"293490164","164","2520","80","70","2010","2","2009-12-15"
"293500058","58","2116","69","65","2010","2","2009-12-16"
"293500097","97","198","94","57","2010","2","2009-12-16"
"293502579","2579","257","76","58","2010","2","2009-12-16"
"293510005","5","2132","64","47","2010","2","2009-12-16"
"293520314","314","399","75","62","2010","2","2009-12-17"
"293530057","257","57","56","53","2010","2","2009-12-19"
"293530097","97","98","102","75","2010","2","2009-12-19"
"293530113","113","235","73","72","2010","2","2009-12-19"
"293530164","164","2885","71","62","2010","2","2009-12-19"
"293532168","2168","2506","71","52","2010","2","2009-12-19"
"293532230","2230","222","58","96","2010","2","2009-12-19"
"293532325","2325","2083","83","70","2010","2","2009-12-19"
"293532539","58","2539","69","49","2010","2","2009-12-19"
"293532550","2550","218","65","71","2010","2","2009-12-19"
"293540227","227","2217","89","84","2010","2","2009-12-20"
"293540261","261","48","50","56","2010","2","2009-12-20"
"293540301","58","301","69","60","2010","2","2009-12-20"
"293542132","2132","288","80","52","2010","2","2009-12-19"
"293550041","41","2116","60","51","2010","2","2009-12-20"
"293550197","2325","197","62","77","2010","2","2009-12-21"
"293552168","2168","2026","65","49","2010","2","2009-12-21"
"293552529","2529","2619","78","70","2010","2","2009-12-21"
"293560151","151","45","80","84","2010","2","2009-12-22"
"293560164","164","2612","66","42","2010","2","2009-12-22"
"293560235","235","2546","87","57","2010","2","2009-12-22"
"293560257","257","2430","89","63","2010","2","2009-12-22"
"293562244","2244","2678","89","86","2010","2","2009-12-22"
"293570041","41","311","71","54","2010","2","2009-12-22"
"293570097","97","309","84","69","2010","2","2009-12-23"
"293570256","256","2230","85","73","2010","2","2009-12-23"
"293572132","2132","2737","74","57","2010","2","2009-12-22"
"293572350","2350","399","68","56","2010","2","2009-12-22"
"293610097","97","2515","79","53","2010","2","2009-12-27"
"293620041","41","314","93","74","2010","2","2009-12-27"
"293620107","107","45","68","70","2010","2","2009-12-28"
"293620153","153","164","81","67","2010","2","2009-12-28"
"293620218","218","189","63","39","2010","2","2009-12-28"
"293620257","257","350","66","64","2010","2","2009-12-28"
"293622619","2619","2612","46","67","2010","2","2009-12-28"
"293630096","96","42","104","61","2010","2","2009-12-29"
"293630235","235","85","87","67","2010","2","2009-12-28"
"293630338","338","2230","79","66","2010","2","2009-12-29"
"293632168","2168","104","74","60","2010","2","2009-12-29"
"293632182","2182","227","79","80","2010","2","2009-12-29"
"293632325","2325","172","75","78","2010","2","2009-12-29"
"293632368","2368","261","62","72","2010","2","2009-12-28"
"293640108","108","45","66","53","2010","2","2009-12-30"
"293640153","153","399","87","70","2010","2","2009-12-30"
"293642132","2132","41","71","69","2010","2","2009-12-30"
"293642459","2459","218","60","70","2010","2","2009-12-30"
"293642515","2515","2244","80","53","2010","2","2009-12-30"
"293650097","97","58","73","52","2010","2","2009-12-30"
"293650116","116","261","69","71","2010","2","2009-12-30"
"293650154","154","257","74","68","2010","2","2009-12-31"
"293650235","235","2633","59","66","2010","2","2009-12-31"
"293652619","2619","107","69","60","2010","2","2009-12-31"
"294000001","41","236","103","47","2009","2","2009-03-19"
"294000003","41","245","92","66","2009","2","2009-03-21"
"294000007","41","2509","72","60","2009","2","2009-03-26"
"294000012","235","2463","81","70","2009","2","2009-03-19"
"294000013","235","120","89","70","2009","2","2009-03-21"
"294000014","235","142","91","102","2009","2","2009-03-26"
"294000015","41","142","82","75","2009","2","2009-03-28"
"294000027","2066","150","62","86","2009","2","2009-03-19"
"294000031","41","127","73","82","2009","2","2009-04-04"
"294000039","218","9","57","66","2009","2","2009-03-20"
"294000047","97","2413","74","54","2009","2","2009-03-20"
"294000049","97","2561","79","72","2009","2","2009-03-22"
"294000053","97","12","103","64","2009","2","2009-03-27"
"294000054","2168","277","68","60","2009","2","2009-03-20"
"294000056","2168","2305","43","60","2009","2","2009-03-22"
"294000061","97","127","52","64","2009","2","2009-03-29"
"300010167","167","2168","68","66","2010","2","2010-01-01"
"300020045","45","47","81","63","2010","2","2010-01-02"
"300020096","96","97","71","62","2010","2","2010-01-02"
"300020104","104","2619","75","84","2010","2","2010-01-02"
"300020218","218","2305","52","84","2010","2","2010-01-02"
"300020227","227","197","63","59","2010","2","2010-01-02"
"300020261","261","2378","73","58","2010","2","2010-01-02"
"300022066","2066","2325","66","61","2010","2","2010-01-02"
"300022083","2083","257","50","59","2010","2","2010-01-02"
"300022244","2244","295","71","55","2010","2","2010-01-02"
"300022598","2598","42","64","52","2010","2","2010-01-02"
"300030041","41","87","82","70","2010","2","2010-01-02"
"300030164","164","2132","58","65","2010","2","2010-01-02"
"300030235","235","2277","93","52","2010","2","2010-01-03"
"300030399","399","43","89","68","2010","2","2010-01-03"
"300032261","2261","2230","78","54","2010","2","2010-01-03"
"300042132","2132","221","71","74","2010","2","2010-01-04"
"300042244","2244","2275","67","63","2010","2","2010-01-04"
"300052006","2006","227","63","68","2010","2","2010-01-05"
"300052168","2168","2050","59","35","2010","2","2010-01-05"
"300060058","58","87","73","74","2010","2","2010-01-05"
"300060111","111","2244","71","46","2010","2","2010-01-07"
"300060113","113","2230","78","76","2010","2","2010-01-06"
"300060179","179","45","71","78","2010","2","2010-01-06"
"300060218","218","2603","73","46","2010","2","2010-01-06"
"300062184","2184","257","68","80","2010","2","2010-01-06"
"300070041","41","2550","71","63","2010","2","2010-01-06"
"300070183","183","235","74","57","2010","2","2010-01-06"
"300070277","277","164","86","52","2010","2","2010-01-06"
"300070311","311","261","56","64","2010","2","2010-01-07"
"300070399","399","2066","57","62","2010","2","2010-01-07"
"300072132","2132","2934","87","58","2010","2","2010-01-06"
"300072325","2325","2752","62","68","2010","2","2010-01-07"
"300072507","2507","97","70","92","2010","2","2010-01-06"
"300072619","2619","42","70","59","2010","2","2010-01-07"
"300090042","42","104","70","84","2010","2","2010-01-09"
"300090046","46","41","72","69","2010","2","2010-01-09"
"300090139","139","257","63","58","2010","2","2010-01-09"
"300092168","2168","2184","78","72","2010","2","2010-01-09"
"300092244","2244","350","59","46","2010","2","2010-01-09"
"300092572","2572","235","57","59","2010","2","2010-01-09"
"300092603","2603","2230","82","69","2010","2","2010-01-09"
"300100045","45","2752","69","76","2010","2","2010-01-10"
"300100097","97","2599","75","68","2010","2","2010-01-09"
"300100113","113","2325","74","80","2010","2","2010-01-10"
"300100227","227","218","64","68","2010","2","2010-01-10"
"300100399","399","261","54","71","2010","2","2010-01-10"
"300102507","2507","164","94","81","2010","2","2010-01-09"
"300102550","2550","2132","83","76","2010","2","2010-01-09"
"300102619","2619","160","69","63","2010","2","2010-01-10"
"300110097","97","222","84","92","2010","2","2010-01-11"
"300110183","183","58","82","65","2010","2","2010-01-10"
"300122066","2066","2619","64","62","2010","2","2010-01-12"
"300130041","41","221","57","67","2010","2","2010-01-13"
"300130160","160","399","67","59","2010","2","2010-01-13"
"300130219","219","218","45","60","2010","2","2010-01-13"
"300130227","227","2603","101","74","2010","2","2010-01-13"
"300130235","235","151","77","57","2010","2","2010-01-13"
"300130257","257","113","70","63","2010","2","2010-01-13"
"300132230","2230","2168","58","74","2010","2","2010-01-13"
"300132244","2244","2247","52","49","2010","2","2010-01-13"
"300132325","2325","45","65","64","2010","2","2010-01-13"
"300140058","58","277","50","69","2010","2","2010-01-13"
"300140164","164","183","65","81","2010","2","2010-01-13"
"300142378","2378","42","68","74","2010","2","2010-01-14"
"300142599","2599","2132","52","50","2010","2","2010-01-13"
"300160042","42","160","56","53","2010","2","2010-01-16"
"300160218","218","113","76","64","2010","2","2010-01-16"
"300160242","242","235","68","80","2010","2","2010-01-16"
"300160256","256","2244","71","82","2010","2","2010-01-16"
"300160257","257","2325","67","63","2010","2","2010-01-16"
"300160311","311","2619","67","61","2010","2","2010-01-16"
"300160399","399","2378","76","69","2010","2","2010-01-16"
"300162230","2230","227","67","85","2010","2","2010-01-16"
"300162752","2752","2168","78","74","2010","2","2010-01-16"
"300170058","58","164","73","64","2010","2","2010-01-16"
"300170130","130","41","68","63","2010","2","2010-01-17"
"300170221","221","97","82","77","2010","2","2010-01-16"
"300170261","261","104","78","58","2010","2","2010-01-17"
"300172132","2132","87","60","58","2010","2","2010-01-16"
"300182619","2619","2378","81","69","2010","2","2010-01-18"
"300190104","104","399","79","58","2010","2","2010-01-19"
"300190261","261","42","78","66","2010","2","2010-01-19"
"300192275","2275","2244","72","90","2010","2","2010-01-19"
"300200139","139","2230","75","48","2010","2","2010-01-20"
"300200218","218","2752","77","72","2010","2","2010-01-20"
"300200219","219","2325","57","76","2010","2","2010-01-20"
"300200227","227","2184","75","67","2010","2","2010-01-20"
"300200235","235","2638","67","72","2010","2","2010-01-20"
"300200257","257","2429","59","71","2010","2","2010-01-20"
"300202168","2168","45","66","51","2010","2","2010-01-20"
"300210041","41","2599","75","59","2010","2","2010-01-20"
"300210042","42","2066","64","63","2010","2","2010-01-21"
"300210164","164","222","68","94","2010","2","2010-01-20"
"300210261","261","2619","60","65","2010","2","2010-01-21"
"300210399","399","311","54","63","2010","2","2010-01-21"
"300212132","2132","58","78","70","2010","2","2010-01-20"
"300212550","2550","97","80","77","2010","2","2010-01-21"
"300230041","41","251","88","74","2010","2","2010-01-23"
"300230042","42","311","69","77","2010","2","2010-01-23"
"300230045","45","257","57","62","2010","2","2010-01-23"
"300230119","119","2244","71","80","2010","2","2010-01-23"
"300230235","235","248","92","77","2010","2","2010-01-23"
"300232230","2230","218","45","62","2010","2","2010-01-23"
"300232325","2325","2429","82","84","2010","2","2010-01-23"
"300232603","2603","2168","60","59","2010","2","2010-01-23"
"300232752","2752","227","72","61","2010","2","2010-01-23"
"300240046","46","164","88","63","2010","2","2010-01-23"
"300242066","2066","261","73","67","2010","2","2010-01-24"
"300242507","2507","58","105","109","2010","2","2010-01-23"
"300242619","2619","399","67","61","2010","2","2010-01-24"
"300250097","97","2132","68","60","2010","2","2010-01-24"
"300260276","276","235","72","75","2010","2","2010-01-27"
"300262168","2168","227","64","65","2010","2","2010-01-26"
"300270045","45","139","67","62","2010","2","2010-01-27"
"300270160","160","261","75","56","2010","2","2010-01-27"
"300270269","269","164","82","59","2010","2","2010-01-26"
"300270399","399","42","62","64","2010","2","2010-01-27"
"300272230","2230","2325","73","80","2010","2","2010-01-27"
"300272244","2244","48","77","66","2010","2","2010-01-27"
"300272429","2429","218","74","64","2010","2","2010-01-27"
"300282507","2507","41","81","66","2010","2","2010-01-27"
"300290058","58","2550","76","74","2010","2","2010-01-28"
"300300164","164","87","74","73","2010","2","2010-01-30"
"300300179","179","2168","58","75","2010","2","2010-01-30"
"300300218","218","2325","64","52","2010","2","2010-01-30"
"300300227","227","45","72","66","2010","2","2010-01-30"
"300300257","257","139","62","36","2010","2","2010-01-30"
"300300261","261","399","64","46","2010","2","2010-01-30"
"300300277","277","97","77","74","2010","2","2010-01-30"
"300302244","2244","256","70","68","2010","2","2010-01-30"
"300302567","2567","235","70","60","2010","2","2010-01-30"
"300302619","2619","104","71","55","2010","2","2010-01-30"
"300310041","41","269","68","70","2010","2","2010-01-30"
"300312132","2132","2507","92","88","2010","2","2010-01-30"
"300312752","2752","2230","108","60","2010","2","2010-01-31"
"300320058","58","221","70","61","2010","2","2010-01-31"
"300320097","97","41","82","69","2010","2","2010-02-01"
"300332325","2325","227","83","90","2010","2","2010-02-02"
"300340042","42","2619","44","54","2010","2","2010-02-03"
"300340164","164","2599","84","72","2010","2","2010-02-02"
"300340218","218","2184","76","60","2010","2","2010-02-03"
"300340235","235","5","85","75","2010","2","2010-02-03"
"300340261","261","311","64","51","2010","2","2010-02-03"
"300342066","2066","399","78","73","2010","2","2010-02-03"
"300342247","2247","2244","61","57","2010","2","2010-02-03"
"300342429","2429","45","72","68","2010","2","2010-02-03"
"300342603","2603","257","58","68","2010","2","2010-02-03"
"300350046","46","58","64","72","2010","2","2010-02-03"
"300360087","87","2132","83","65","2010","2","2010-02-04"
