"gameid","homeid","visitid","homescore","visitscore","year","seasontype","gamedate"
"310192325","2325","2184","71","88","2011","2","2011-01-19"
"310192429","2429","113","54","73","2011","2","2011-01-19"
"310192603","2603","227","59","64","2011","2","2011-01-19"
"310200042","42","2378","70","74","2011","2","2011-01-20"
"310200160","160","261","53","61","2011","2","2011-01-20"
"310200164","164","58","71","62","2011","2","2011-01-20"
"310200399","399","2066","76","37","2011","2","2011-01-20"
"310220041","41","2633","72","61","2011","2","2011-01-22"
"310220042","42","104","59","55","2011","2","2011-01-22"
"310220045","45","179","49","62","2011","2","2011-01-22"
"310220113","113","257","68","84","2011","2","2011-01-22"
"310220227","227","2325","75","76","2011","2","2011-01-22"
"310220248","248","2638","52","57","2011","2","2011-01-22"
"310220256","256","2244","73","75","2011","2","2011-01-22"
"310220311","311","2619","70","59","2011","2","2011-01-22"
"310222116","2116","242","50","57","2011","2","2011-01-22"
"310222168","2168","2230","91","57","2011","2","2011-01-22"
"310222507","2507","97","72","67","2011","2","2011-01-22"
"310222550","2550","164","60","66","2011","2","2011-01-22"
"310222599","2599","2132","51","53","2011","2","2011-01-22"
"310222752","2752","218","88","77","2011","2","2011-01-22"
"310230160","160","2378","80","60","2011","2","2011-01-23"
"310230277","277","58","56","46","2011","2","2011-01-23"
"310232066","2066","261","52","70","2011","2","2011-01-23"
"310240048","48","2244","49","69","2011","2","2011-01-24"
"310250261","261","42","72","51","2011","2","2011-01-25"
"310250269","269","41","68","76","2011","2","2011-01-25"
"310250311","311","160","64","50","2011","2","2011-01-25"
"310252168","2168","257","61","70","2011","2","2011-01-25"
"310260097","97","277","55","54","2011","2","2011-01-26"
"310260104","104","2066","71","66","2011","2","2011-01-26"
"310260139","139","227","57","59","2011","2","2011-01-26"
"310260179","179","113","69","78","2011","2","2011-01-26"
"310260218","218","2429","76","67","2011","2","2011-01-26"
"310260235","235","2116","77","61","2011","2","2011-01-26"
"310260242","242","248","79","71","2011","2","2011-01-26"
"310262132","2132","164","72","56","2011","2","2011-01-26"
"310262230","2230","2184","72","91","2011","2","2011-01-26"
"310262378","2378","399","63","66","2011","2","2011-01-26"
"310262752","2752","45","81","74","2011","2","2011-01-26"
"310270058","58","305","71","60","2011","2","2011-01-27"
"310290041","41","97","78","79","2011","2","2011-01-29"
"310290045","45","139","52","46","2011","2","2011-01-29"
"310290151","151","248","74","70","2011","2","2011-01-29"
"310290164","164","221","62","65","2011","2","2011-01-29"
"310290257","257","2752","62","85","2011","2","2011-01-29"
"310290399","399","261","54","63","2011","2","2011-01-29"
"310292066","2066","311","74","77","2011","2","2011-01-29"
"310292116","2116","5","69","74","2011","2","2011-01-29"
"310292132","2132","277","55","66","2011","2","2011-01-29"
"310292230","2230","179","60","69","2011","2","2011-01-29"
"310292603","2603","218","54","72","2011","2","2011-01-29"
"310292619","2619","42","69","35","2011","2","2011-01-29"
"310300113","113","227","64","54","2011","2","2011-01-30"
"310302184","2184","2168","82","64","2011","2","2011-01-30"
"310310046","46","97","62","59","2011","2","2011-01-31"
"310310261","261","160","63","49","2011","2","2011-01-31"
"310312619","2619","2378","69","59","2011","2","2011-01-31"
"310320104","104","311","88","78","2011","2","2011-02-01"
"310320248","248","276","62","63","2011","2","2011-02-01"
"310330041","41","183","58","66","2011","2","2011-02-02"
"310330139","139","113","69","53","2011","2","2011-02-02"
"310330160","160","399","62","59","2011","2","2011-02-02"
"310330227","227","2230","72","52","2011","2","2011-02-02"
"310330257","257","2603","62","52","2011","2","2011-02-02"
"310332168","2168","179","63","61","2011","2","2011-02-02"
"310332184","2184","45","84","59","2011","2","2011-02-02"
"310332325","2325","218","67","71","2011","2","2011-02-02"
"310332507","2507","58","68","63","2011","2","2011-02-02"
"310332599","2599","164","58","56","2011","2","2011-02-02"
"310340042","42","261","47","61","2011","2","2011-02-03"
"310342378","2378","2066","83","79","2011","2","2011-02-03"
"310360058","58","183","49","72","2011","2","2011-02-05"
"310360097","97","305","61","57","2011","2","2011-02-05"
"310360202","202","248","76","71","2011","2","2011-02-05"
"310360218","218","227","80","67","2011","2","2011-02-05"
"310360221","221","2132","71","59","2011","2","2011-02-05"
"310360399","399","42","62","59","2011","2","2011-02-05"
"310362230","2230","257","60","77","2011","2","2011-02-05"
"310362325","2325","2168","81","85","2011","2","2011-02-05"
"310362429","2429","45","67","73","2011","2","2011-02-05"
"310362550","2550","41","59","61","2011","2","2011-02-05"
"310362603","2603","113","67","64","2011","2","2011-02-05"
"310370087","87","164","76","69","2011","2","2011-02-06"
"310370261","261","2619","65","42","2011","2","2011-02-06"
"310372066","2066","160","59","65","2011","2","2011-02-05"
"310372378","311","2378","79","84","2011","2","2011-02-06"
"310390305","305","2132","68","71","2011","2","2011-02-08"
"310400045","45","257","65","69","2011","2","2011-02-09"
"310400058","58","269","58","59","2011","2","2011-02-09"
"310400087","87","97","89","79","2011","2","2011-02-09"
"310400164","164","222","77","76","2011","2","2011-02-09"
"310400218","218","2230","77","66","2011","2","2011-02-09"
"310400227","227","2168","67","53","2011","2","2011-02-09"
"310402378","2378","261","67","80","2011","2","2011-02-09"
"310410042","42","311","74","65","2011","2","2011-02-10"
"310410104","399","104","44","63","2011","2","2011-02-10"
"310412599","2599","41","89","72","2011","2","2011-02-10"
"310430058","58","87","55","78","2011","2","2011-02-12"
"310430097","97","183","73","69","2011","2","2011-02-12"
"310430104","104","42","61","50","2011","2","2011-02-12"
"310430164","164","2550","64","69","2011","2","2011-02-12"
"310430227","227","2429","71","70","2011","2","2011-02-12"
"310430248","248","2655","79","68","2011","2","2011-02-12"
"310430257","257","139","64","52","2011","2","2011-02-12"
"310432168","2168","218","63","75","2011","2","2011-02-12"
"310432378","2378","160","46","63","2011","2","2011-02-12"
"310432619","2619","311","71","69","2011","2","2011-02-12"
"310440041","41","2507","75","57","2011","2","2011-02-13"
"310440113","113","45","51","59","2011","2","2011-02-13"
"310440261","261","2066","60","51","2011","2","2011-02-13"
"310442132","2132","2599","57","59","2011","2","2011-02-13"
"310442230","2230","2603","70","76","2011","2","2011-02-13"
"310450399","399","2619","58","43","2011","2","2011-02-14"
"310460104","104","2378","85","53","2011","2","2011-02-15"
"310470041","41","46","78","70","2011","2","2011-02-16"
"310470042","42","2066","47","77","2011","2","2011-02-16"
"310470113","113","2184","63","81","2011","2","2011-02-16"
"310470221","221","58","67","55","2011","2","2011-02-16"
"310470248","248","2567","51","65","2011","2","2011-02-16"
"310470311","311","261","57","73","2011","2","2011-02-16"
"310472132","2132","97","63","54","2011","2","2011-02-16"
"310472429","2429","2168","51","69","2011","2","2011-02-16"
"310480218","218","257","73","53","2011","2","2011-02-17"
"310490097","97","41","71","58","2011","2","2011-02-18"
"310500058","58","46","55","61","2011","2","2011-02-19"
"310500183","183","164","84","80","2011","2","2011-02-19"
"310500227","227","113","60","66","2011","2","2011-02-19"
"310500232","232","261","85","70","2011","2","2011-02-19"
"310502168","2168","2184","64","63","2011","2","2011-02-19"
"310502325","2325","45","80","82","2011","2","2011-02-19"
"310502378","2378","42","57","64","2011","2","2011-02-19"
"310502507","2507","2132","81","93","2011","2","2011-02-19"
"310502561","2561","311","71","60","2011","2","2011-02-19"
"310502638","2638","248","76","64","2011","2","2011-02-19"
"310502752","2752","2230","79","72","2011","2","2011-02-19"
"310510218","218","2603","66","52","2011","2","2011-02-20"
"310510257","257","179","82","65","2011","2","2011-02-20"
"310512066","2066","399","54","57","2011","2","2011-02-20"
"310530160","160","311","53","70","2011","2","2011-02-22"
"310530164","164","97","37","55","2011","2","2011-02-22"
"310530235","235","248","69","58","2011","2","2011-02-22"
"310540042","42","2619","73","79","2011","2","2011-02-23"
"310540045","45","2429","74","57","2011","2","2011-02-23"
"310540046","46","2132","46","58","2011","2","2011-02-23"
"310540113","113","2603","69","51","2011","2","2011-02-23"
"310540150","150","218","78","61","2011","2","2011-02-23"
"310540179","179","2230","82","63","2011","2","2011-02-23"
"310540399","399","2378","83","67","2011","2","2011-02-23"
"310542184","2184","227","76","77","2011","2","2011-02-23"
"310550041","41","269","67","74","2011","2","2011-02-24"
"310552066","2066","104","51","53","2011","2","2011-02-24"
"310570045","45","218","41","57","2011","2","2011-02-26"
"310570248","248","5","55","68","2011","2","2011-02-26"
"310570305","305","58","76","86","2011","2","2011-02-26"
"310572230","2230","227","58","90","2011","2","2011-02-26"
"310572429","2429","257","59","72","2011","2","2011-02-26"
"310580042","42","160","62","54","2011","2","2011-02-27"
"310580097","97","221","62","59","2011","2","2011-02-27"
"310580164","164","277","54","65","2011","2","2011-02-27"
"310580261","261","104","64","66","2011","2","2011-02-27"
"310580311","311","399","77","81","2011","2","2011-02-27"
"310582132","2132","41","59","67","2011","2","2011-02-27"
"310582168","2168","2752","62","66","2011","2","2011-02-27"
"310582325","2325","113","72","51","2011","2","2011-02-27"
"310582619","2619","2066","67","42","2011","2","2011-02-27"
"310610058","58","221","50","66","2011","2","2011-03-02"
"310610097","97","2507","87","60","2011","2","2011-03-02"
"310610113","113","218","67","73","2011","2","2011-03-02"
"310610227","227","45","55","66","2011","2","2011-03-02"
"310610269","269","2132","60","67","2011","2","2011-03-02"
"310610277","277","41","65","56","2011","2","2011-03-02"
"310610305","305","164","64","68","2011","2","2011-03-02"
"310612168","2168","139","51","69","2011","2","2011-03-02"
"310612325","2325","2230","86","61","2011","2","2011-03-02"
"310612603","2603","257","54","69","2011","2","2011-03-02"
"310612655","2655","248","80","77","2011","2","2011-03-02"
"310622378","2066","2378","91","65","2011","2","2011-03-03"
"310640041","41","87","67","70","2011","2","2011-03-05"
"310640045","45","2168","60","58","2011","2","2011-03-05"
"310640179","179","227","74","68","2011","2","2011-03-05"
"310640218","218","2325","90","82","2011","2","2011-03-05"
"310640248","248","242","57","72","2011","2","2011-03-05"
"310640257","257","2184","68","56","2011","2","2011-03-05"
"310640261","2066","261","46","57","2011","2","2011-03-05"
"310640277","277","97","72","70","2011","2","2011-03-05"
"310640311","311","42","63","66","2011","2","2011-03-05"
"310640399","399","2619","61","67","2011","2","2011-03-05"
"310642132","2132","46","69","47","2011","2","2011-03-05"
"310642230","2230","113","77","73","2011","2","2011-03-05"
"310642507","2507","164","75","74","2011","2","2011-03-05"
"310642599","2599","58","72","56","2011","2","2011-03-05"
"310650104","42","104","49","55","2011","2","2011-03-06"
"310650261","261","2619","47","69","2011","2","2011-03-06"
"310670041","41","305","97","71","2011","2","2011-03-08"
"310670045","45","2603","59","71","2011","2","2011-03-08"
"310670113","113","2168","50","78","2011","2","2011-03-08"
"310670222","58","222","70","69","2011","2","2011-03-08"
"310670227","227","139","70","61","2011","2","2011-03-08"
"310672550","164","2550","76","70","2011","2","2011-03-08"
"310680046","41","46","79","62","2011","2","2011-03-09"
"310680276","248","276","87","97","2011","2","2011-03-09"
"310682132","58","2132","61","87","2011","2","2011-03-09"
"310682599","164","2599","63","65","2011","2","2011-03-09"
"310690087","2132","87","51","89","2011","2","2011-03-10"
"310690097","97","269","81","56","2011","2","2011-03-10"
"310690221","41","221","76","74","2011","2","2011-03-10"
"310700087","97","87","83","77","2011","2","2011-03-11"
"310700183","41","183","76","71","2011","2","2011-03-11"
"310700218","218","2325","96","76","2011","2","2011-03-11"
"310700257","257","227","55","45","2011","2","2011-03-11"
"310702752","2168","2752","68","67","2011","2","2011-03-11"
"310710097","97","41","66","69","2011","2","2011-03-12"
"310710218","218","257","54","58","2011","2","2011-03-12"
"310712168","2168","2603","64","61","2011","2","2011-03-12"
"310720257","2168","257","54","67","2011","2","2011-03-13"
"310740232","232","2168","94","84","2011","2","2011-03-15"
"310740325","325","261","63","60","2011","2","2011-03-15"
"310750227","227","193","76","59","2011","2","2011-03-16"
"310760041","41","2083","81","52","2011","2","2011-03-17"
"310760097","97","2413","61","62","2011","2","2011-03-17"
"310760218","218","213","66","64","2011","2","2011-03-17"
"310760238","257","238","69","66","2011","2","2011-03-17"
"310762132","2132","142","78","63","2011","2","2011-03-17"
"310780021","218","21","64","71","2011","2","2011-03-19"
"310780041","41","2132","69","58","2011","2","2011-03-19"
"310780257","257","2413","65","48","2011","2","2011-03-19"
"310802116","2116","227","66","54","2011","2","2011-03-21"
"310830021","41","21","74","67","2011","2","2011-03-24"
"310842305","257","2305","57","77","2011","2","2011-03-25"
"310850041","41","12","65","63","2011","2","2011-03-26"
"310920041","41","96","56","55","2011","2","2011-04-02"
"310940041","41","2086","53","41","2011","2","2011-04-04"
"313130012","12","2184","67","59","2012","2","2011-11-09"
"313150041","41","171","70","57","2012","2","2011-11-11"
"313150045","45","2379","64","48","2012","2","2011-11-11"
"313150084","84","2619","96","66","2012","2","2011-11-11"
"313150097","97","2630","83","48","2012","2","2011-11-11"
"313150113","113","2210","85","67","2012","2","2011-11-11"
"313150164","164","159","62","56","2012","2","2011-11-11"
"313150221","221","399","89","56","2012","2","2011-11-11"
"313150257","257","44","66","56","2012","2","2011-11-11"
"313152244","2244","227","92","90","2012","2","2011-11-11"
"313152325","2325","322","79","53","2012","2","2011-11-11"
"313152378","2378","219","45","59","2012","2","2011-11-11"
"313152529","42","2529","50","70","2012","2","2011-11-11"
"313160058","58","261","61","59","2012","2","2011-11-12"
"313160183","183","2230","78","53","2012","2","2011-11-12"
"313160213","213","42","70","55","2012","2","2011-11-12"
"313160248","248","2755","88","42","2012","2","2011-11-12"
"313162066","2066","2142","74","78","2012","2","2011-11-12"
"313162168","2168","2710","87","58","2012","2","2011-11-12"
"313170025","25","45","81","54","2012","2","2011-11-13"
"313170097","97","2320","68","48","2012","2","2011-11-13"
"313172132","2132","2011","65","40","2012","2","2011-11-13"
"313172184","2184","2739","84","66","2012","2","2011-11-13"
"313172599","2599","2378","82","59","2012","2","2011-11-13"
"313180041","41","2681","78","66","2012","2","2011-11-14"
"313180058","58","2368","81","67","2012","2","2011-11-14"
"313180113","113","111","83","67","2012","2","2011-11-14"
"313180172","172","2066","76","61","2012","2","2011-11-14"
"313180219","219","218","67","73","2012","2","2011-11-14"
"313180248","248","3084","84","71","2012","2","2011-11-14"
"313180311","311","555","113","49","2012","2","2011-11-14"
"313180399","399","225","77","68","2012","2","2011-11-14"
"313182166","2166","257","74","61","2012","2","2011-11-14"
"313182244","2244","2229","76","79","2012","2","2011-11-14"
"313190183","183","399","98","74","2012","2","2011-11-15"
"313190193","193","2168","72","67","2012","2","2011-11-15"
"313190222","222","2325","76","69","2012","2","2011-11-15"
"313190235","235","2057","97","81","2012","2","2011-11-15"
"313190251","251","227","100","90","2012","2","2011-11-15"
"313192132","2132","55","73","59","2012","2","2011-11-15"
"313192244","2244","2405","71","39","2012","2","2011-11-15"
"313192390","2390","164","72","57","2012","2","2011-11-15"
"313200042","42","116","50","63","2012","2","2011-11-16"
"313200058","58","51","73","43","2012","2","2011-11-16"
"313200159","159","261","53","65","2012","2","2011-11-16"
"313210041","41","311","80","60","2012","2","2011-11-17"
"313210113","113","2885","79","58","2012","2","2011-11-17"
"313210164","164","2529","91","75","2012","2","2011-11-17"
"313210257","257","2261","72","51","2012","2","2011-11-17"
"313212378","2378","2352","63","73","2012","2","2011-11-17"
"313212711","218","2711","69","55","2012","2","2011-11-17"
"313220008","8","248","78","87","2012","2","2011-11-18"
"313222177","2184","2177","97","81","2012","2","2011-11-18"
"313222230","2230","2066","64","49","2012","2","2011-11-18"
"313222509","218","2509","77","85","2012","2","2011-11-18"
"313230225","225","42","59","52","2012","2","2011-11-19"
"313230257","257","2529","83","58","2012","2","2011-11-19"
"313230295","58","295","66","68","2012","2","2011-11-19"
"313232086","2086","97","53","69","2012","2","2011-11-19"
"313232132","2132","2506","54","56","2012","2","2011-11-19"
"313232168","2168","350","74","49","2012","2","2011-11-19"
"313232184","2184","2006","81","76","2012","2","2011-11-19"
"313232226","2226","2244","80","75","2012","2","2011-11-19"
"313232325","2325","256","92","83","2012","2","2011-11-19"
"313232368","261","2368","84","75","2012","2","2011-11-19"
"313232678","2678","2378","84","79","2012","2","2011-11-19"
"313240041","41","2154","87","70","2012","2","2011-11-20"
"313240158","158","227","83","63","2012","2","2011-11-20"
"313240164","164","2261","66","52","2012","2","2011-11-20"
"313240213","58","213","49","53","2012","2","2011-11-20"
"313240261","261","2341","75","80","2012","2","2011-11-20"
"313242612","2612","2066","66","43","2012","2","2011-11-20"
"313242674","2674","2184","84","68","2012","2","2011-11-20"
"313242724","218","2724","78","74","2012","2","2011-11-20"
"313250045","45","2174","86","73","2012","2","2011-11-21"
"313250103","103","113","46","82","2012","2","2011-11-21"
"313250235","235","130","61","73","2012","2","2011-11-21"
"313250399","399","2405","85","49","2012","2","2011-11-21"
"313252132","2132","2466","71","43","2012","2","2011-11-21"
"313252244","2244","225","74","48","2012","2","2011-11-21"
"313260097","97","2032","54","27","2012","2","2011-11-22"
"313260164","164","2287","70","76","2012","2","2011-11-22"
"313260221","221","2325","73","69","2012","2","2011-11-22"
"313260248","248","2473","74","76","2012","2","2011-11-22"
"313260257","257","356","61","70","2012","2","2011-11-22"
"313262046","45","2046","54","52","2012","2","2011-11-22"
"313262115","2115","2378","77","69","2012","2","2011-11-22"
"313262244","2244","399","66","46","2012","2","2011-11-22"
"313262633","235","2633","99","97","2012","2","2011-11-22"
"313270046","235","46","88","91","2012","2","2011-11-23"
"313270058","58","290","66","46","2012","2","2011-11-23"
"313270107","107","42","80","66","2012","2","2011-11-23"
"313270164","164","257","53","58","2012","2","2011-11-23"
"313270189","189","45","56","77","2012","2","2011-11-23"
"313270295","295","261","63","65","2012","2","2011-11-23"
"313280041","41","2427","73","63","2012","2","2011-11-24"
"313280052","113","52","53","73","2012","2","2011-11-24"
"313280154","2168","154","80","76","2012","2","2011-11-24"
"313290041","41","2116","63","68","2012","2","2011-11-25"
"313290097","97","195","59","54","2012","2","2011-11-25"
"313290227","227","2275","85","73","2012","2","2011-11-25"
"313290254","113","254","89","75","2012","2","2011-11-25"
"313290399","399","2426","69","62","2012","2","2011-11-25"
"313292132","2132","276","69","73","2012","2","2011-11-25"
"313292217","2168","2217","56","49","2012","2","2011-11-25"
"313292325","2325","2523","44","51","2012","2","2011-11-25"
"313300041","41","52","78","76","2012","2","2011-11-26"
"313300058","58","2226","68","55","2012","2","2011-11-26"
"313300227","227","104","64","70","2012","2","2011-11-26"
"313300232","113","232","61","85","2012","2","2011-11-26"
"313300248","248","2628","80","81","2012","2","2011-11-26"
"313300261","261","2561","64","62","2012","2","2011-11-26"
"313302115","2115","42","92","58","2012","2","2011-11-26"
"313302184","2184","309","84","65","2012","2","2011-11-26"
"313302325","2325","2520","82","70","2012","2","2011-11-26"
"313302350","2350","2230","64","50","2012","2","2011-11-26"
"313310142","142","2066","88","59","2012","2","2011-11-27"
"313310189","189","218","67","64","2012","2","2011-11-27"
"313310227","227","325","45","67","2012","2","2011-11-27"
"313310311","311","107","72","60","2012","2","2011-11-27"
"313310399","399","161","81","62","2012","2","2011-11-27"
"313312168","2168","135","86","70","2012","2","2011-11-27"
"313320097","97","299","79","66","2012","2","2011-11-28"
"313320164","164","2378","94","56","2012","2","2011-11-28"
"313320235","235","2296","70","45","2012","2","2011-11-28"
"313330042","42","43","69","74","2012","2","2011-11-29"
"313330248","248","99","58","59","2012","2","2011-11-29"
"313332132","2132","193","56","47","2012","2","2011-11-29"
"313332230","2230","2142","79","69","2012","2","2011-11-29"
"313340113","113","119","86","56","2012","2","2011-11-30"
"313340225","225","227","65","56","2012","2","2011-11-30"
"313342168","2168","2084","55","84","2012","2","2011-11-30"
"313342184","2184","221","69","80","2012","2","2011-11-30"
"313342197","2197","311","85","80","2012","2","2011-11-30"
"313342244","2244","2083","61","57","2012","2","2011-11-30"
"313342325","2325","111","68","51","2012","2","2011-11-30"
"313342670","2670","58","69","46","2012","2","2011-11-30"
"313342729","2729","257","61","92","2012","2","2011-11-30"
"313350044","44","2378","69","58","2012","2","2011-12-01"
"313350261","261","108","48","55","2012","2","2011-12-01"
"313352230","2230","2329","60","78","2012","2","2011-12-01"
"313352306","2306","45","69","56","2012","2","2011-12-01"
"313360061","61","2132","51","57","2012","2","2011-12-02"
"313360097","97","238","62","60","2012","2","2011-12-02"
"313370041","41","8","75","62","2012","2","2011-12-03"
"313370043","43","261","68","52","2012","2","2011-12-03"
"313370119","119","2244","53","65","2012","2","2011-12-03"
"313370154","154","257","62","70","2012","2","2011-12-03"
"313370164","164","99","50","55","2012","2","2011-12-03"
"313370218","218","2117","86","74","2012","2","2011-12-03"
"313370235","235","2046","91","60","2012","2","2011-12-03"
"313370248","248","357","87","66","2012","2","2011-12-03"
"313372066","2066","349","50","70","2012","2","2011-12-03"
"313372116","2116","42","67","48","2012","2","2011-12-03"
"313372184","2184","2635","77","67","2012","2","2011-12-03"
"313372305","2305","58","70","42","2012","2","2011-12-03"
"313372325","2325","2083","78","52","2012","2","2011-12-03"
"313372390","2390","113","83","75","2012","2","2011-12-03"
"313380045","45","2670","60","75","2012","2","2011-12-04"
"313380093","93","2168","75","58","2012","2","2011-12-04"
"313380227","227","311","74","76","2012","2","2011-12-04"
"313392230","2230","2261","54","53","2012","2","2011-12-05"
"313392561","2561","399","64","60","2012","2","2011-12-05"
"313400042","42","2514","61","70","2012","2","2011-12-06"
"313400151","151","113","58","63","2012","2","2011-12-06"
"313400258","258","2244","68","48","2012","2","2011-12-06"
"313400326","326","248","81","78","2012","2","2011-12-06"
"313402066","2066","2083","63","77","2012","2","2011-12-06"
"313402184","2184","2523","60","64","2012","2","2011-12-06"
"313402390","2390","235","54","71","2012","2","2011-12-06"
"313410045","45","2352","55","65","2012","2","2011-12-07"
"313410097","97","85","90","60","2012","2","2011-12-07"
"313410119","119","2325","51","89","2012","2","2011-12-07"
"313410139","139","261","62","43","2012","2","2011-12-07"
"313410164","164","163","57","59","2012","2","2011-12-07"
"313410227","227","259","67","78","2012","2","2011-12-07"
"313410399","399","2142","87","63","2012","2","2011-12-07"
"313412168","2168","333","74","62","2012","2","2011-12-07"
"313412363","2363","2230","81","47","2012","2","2011-12-07"
"313412649","2649","218","58","77","2012","2","2011-12-07"
"313420041","41","108","67","53","2012","2","2011-12-08"
"313420087","87","311","87","78","2012","2","2011-12-08"
"313430113","113","2561","82","78","2012","2","2011-12-09"
"313432670","2670","257","73","51","2012","2","2011-12-09"
"313440042","42","315","76","79","2012","2","2011-12-10"
"313440097","97","161","80","58","2012","2","2011-12-10"
"313440119","119","2378","58","62","2012","2","2011-12-10"
"313440183","183","45","85","50","2012","2","2011-12-10"
"313440218","218","222","78","67","2012","2","2011-12-10"
"313440301","301","311","77","63","2012","2","2011-12-10"
"313442184","2184","213","66","59","2012","2","2011-12-10"
"313442247","2247","227","96","64","2012","2","2011-12-10"
"313442325","2325","349","76","64","2012","2","2011-12-10"
"313442405","2405","2230","80","65","2012","2","2011-12-10"
"313442515","2515","2244","61","76","2012","2","2011-12-10"
"313442752","2752","2132","76","53","2012","2","2011-12-10"
"313450058","58","50","83","59","2012","2","2011-12-11"
"313450235","235","93","72","76","2012","2","2011-12-11"
"313450261","261","2514","58","62","2012","2","2011-12-11"
"313452168","2168","2908","72","68","2012","2","2011-12-11"
"313460164","164","2405","81","66","2012","2","2011-12-12"
"313462561","2561","2230","59","74","2012","2","2011-12-12"
"313480002","2","58","52","40","2012","2","2011-12-14"
"313480257","257","314","79","88","2012","2","2011-12-14"
"313482378","2378","2415","60","73","2012","2","2011-12-14"
"313482750","2750","2132","58","78","2012","2","2011-12-14"
"313490045","45","71","66","67","2012","2","2011-12-15"
"313510097","97","235","95","87","2012","2","2011-12-17"
"313510113","113","2514","72","67","2012","2","2011-12-17"
"313510164","164","2619","67","58","2012","2","2011-12-17"
"313510172","172","399","85","82","2012","2","2011-12-17"
"313510201","248","201","74","79","2012","2","2011-12-17"
"313510251","251","218","77","65","2012","2","2011-12-17"
"313510261","261","314","72","73","2012","2","2011-12-17"
"313512083","2083","257","79","65","2012","2","2011-12-17"
"313512132","2132","2515","101","70","2012","2","2011-12-17"
"313512168","2168","2229","61","40","2012","2","2011-12-17"
"313512275","2275","2066","82","62","2012","2","2011-12-17"
"313512378","2378","2520","66","73","2012","2","2011-12-17"
"313512599","2599","2230","56","50","2012","2","2011-12-17"
"313512711","2711","2184","85","71","2012","2","2011-12-17"
"313520041","41","107","77","40","2012","2","2011-12-18"
"313520227","227","43","65","68","2012","2","2011-12-18"
"313530048","48","2325","70","66","2012","2","2011-12-19"
"313530058","58","325","70","55","2012","2","2011-12-19"
"313530235","235","288","85","75","2012","2","2011-12-19"
"313530242","242","218","70","77","2012","2","2011-12-19"
"313530311","311","3084","77","60","2012","2","2011-12-19"
"313532066","2066","2413","45","64","2012","2","2011-12-19"
"313532597","2597","399","64","76","2012","2","2011-12-19"
"313540097","97","232","69","62","2012","2","2011-12-20"
"313540248","248","2636","77","75","2012","2","2011-12-20"
"313540257","257","295","90","82","2012","2","2011-12-20"
"313550161","161","261","53","71","2012","2","2011-12-21"
"313550248","248","3122","90","80","2012","2","2011-12-21"
"313550311","311","2197","64","60","2012","2","2011-12-21"
"313552132","2132","2029","101","53","2012","2","2011-12-21"
"313552168","2168","2550","64","69","2012","2","2011-12-21"
"313552244","2244","2184","64","75","2012","2","2011-12-21"
"313552368","2368","42","89","86","2012","2","2011-12-21"
"313560041","41","2217","79","71","2012","2","2011-12-22"
"313560045","45","256","57","62","2012","2","2011-12-22"
"313560046","46","235","70","59","2012","2","2011-12-22"
"313560084","84","2378","89","47","2012","2","2011-12-22"
"313560113","113","2166","73","65","2012","2","2011-12-22"
"313560164","164","2885","77","53","2012","2","2011-12-22"
"313562066","2066","2182","44","68","2012","2","2011-12-22"
"313562115","2115","2325","59","85","2012","2","2011-12-22"
"313562230","2230","326","81","70","2012","2","2011-12-22"
"313562572","2572","58","53","51","2012","2","2011-12-22"
"313570026","26","257","71","63","2012","2","2011-12-23"
"313570097","97","98","70","60","2012","2","2011-12-23"
"313570119","119","261","49","65","2012","2","2011-12-23"
"313570225","225","311","58","71","2012","2","2011-12-23"
"313570227","227","2507","61","80","2012","2","2011-12-23"
"313570399","399","159","82","74","2012","2","2011-12-23"
"313572132","2132","2130","95","60","2012","2","2011-12-23"
"313572168","2168","82","64","57","2012","2","2011-12-23"
"313572244","2244","2363","81","61","2012","2","2011-12-23"
"313620045","45","5","49","56","2012","2","2011-12-28"
"313620058","58","41","57","60","2012","2","2011-12-28"
"313620097","97","46","68","71","2012","2","2011-12-28"
"313620120","120","399","83","72","2012","2","2011-12-28"
"313620218","218","2084","87","85","2012","2","2011-12-28"
"313620248","248","2448","71","67","2012","2","2011-12-28"
"313620257","257","2335","77","61","2012","2","2011-12-28"
"313620315","315","2378","92","75","2012","2","2011-12-28"
"313622099","2099","2066","75","66","2012","2","2011-12-28"
"313622184","2184","189","86","76","2012","2","2011-12-28"
"313630164","164","57","85","83","2012","2","2011-12-29"
"313630227","227","256","79","60","2012","2","2011-12-29"
"313630235","235","2523","64","47","2012","2","2011-12-29"
"313630526","526","311","84","72","2012","2","2011-12-29"
"313632132","2132","201","56","55","2012","2","2011-12-29"
"313632230","2230","59","72","66","2012","2","2011-12-29"
"313632325","2325","104","70","53","2012","2","2011-12-29"
"313640048","48","218","63","66","2012","2","2011-12-30"
"313640113","113","2115","97","65","2012","2","2011-12-30"
"313640232","232","2244","76","84","2012","2","2011-12-30"
"313640248","248","326","94","71","2012","2","2011-12-30"
"313640257","257","2430","78","58","2012","2","2011-12-30"
"313640261","261","111","51","53","2012","2","2011-12-30"
"313642066","2066","2363","51","94","2012","2","2011-12-30"
"313642116","2116","227","65","54","2012","2","2011-12-30"
"313642168","2168","145","62","50","2012","2","2011-12-30"
"313650041","41","2599","83","69","2012","2","2011-12-31"
"313650045","45","2169","77","59","2012","2","2011-12-31"
"313650096","96","97","69","62","2012","2","2011-12-31"
